# Illinois Natural History Survey / Illinois DNR waterfowl aerial inventory.
# Source: huntillinois.org/survey-data (2021-2026) and
#   dnr.illinois.gov/hunting/waterfowlhunting/oldwaterfowlsurveys.html (2018-2020).
# Weekly-to-biweekly aerial counts, Illinois River (IR) Spring Valley-Grafton and
# central Mississippi River (MR) Alton-Moline. Started by Frank Bellrose in 1938;
# the longest continuous waterfowl inventory known.
# ducks_teal_excluded = printed TOTAL DUCKS minus the BWTE and AGWT columns, so
# teal exclusion is exact rather than approximated.
region,site,survey_date,ducks_teal_excluded
MR,Batchtown Refuge,2018-10-18,90
MR,Batchtown Refuge,2018-10-24,305
MR,Batchtown Refuge,2018-11-02,2500
MR,Batchtown Refuge,2018-11-09,8910
MR,Batchtown Refuge,2018-11-20,9700
MR,Batchtown Refuge,2018-11-29,30000
MR,Batchtown Refuge,2018-12-07,40500
MR,Batchtown Refuge,2018-12-11,0
MR,Batchtown Refuge,2018-12-17,2300
MR,Batchtown Refuge,2019-01-03,17500
MR,Batchtown Refuge,2019-01-10,8200
MR,Batchtown Refuge,2019-10-24,3730
MR,Batchtown Refuge,2019-10-28,2330
MR,Batchtown Refuge,2019-11-05,1470
MR,Batchtown Refuge,2019-11-14,12525
MR,Batchtown Refuge,2019-11-25,1220
MR,Batchtown Refuge,2019-12-02,1200
MR,Batchtown Refuge,2019-12-18,25100
MR,Batchtown Refuge,2019-12-23,10000
MR,Batchtown Refuge,2020-01-02,1730
MR,Batchtown Refuge,2020-01-08,650
MR,Batchtown Refuge,2020-10-21,0
MR,Batchtown Refuge,2020-10-28,4460
MR,Batchtown Refuge,2020-11-03,3500
MR,Batchtown Refuge,2020-11-09,15700
MR,Batchtown Refuge,2020-11-17,29250
MR,Batchtown Refuge,2020-11-23,34500
MR,Batchtown Refuge,2020-12-02,-4500
MR,Batchtown Refuge,2020-12-10,11000
MR,Batchtown Refuge,2020-12-15,35000
MR,Batchtown Refuge,2020-12-22,6010
MR,Batchtown Refuge,2020-12-31,8000
MR,Batchtown Refuge,2021-01-05,17600
MR,Batchtown Refuge,2021-09-17,1130
MR,Batchtown Refuge,2021-10-19,6785
MR,Batchtown Refuge,2021-10-26,2180
MR,Batchtown Refuge,2021-11-01,10880
MR,Batchtown Refuge,2021-11-09,4730
MR,Batchtown Refuge,2021-11-15,4900
MR,Batchtown Refuge,2021-11-22,11100
MR,Batchtown Refuge,2021-11-30,15990
MR,Batchtown Refuge,2021-12-07,23100
MR,Batchtown Refuge,2021-12-14,15300
MR,Batchtown Refuge,2021-12-22,24900
MR,Batchtown Refuge,2022-01-07,10075
MR,Batchtown Refuge,2022-03-08,995
MR,Batchtown Refuge,2022-03-15,670
MR,Batchtown Refuge,2022-08-31,0
MR,Batchtown Refuge,2022-09-08,0
MR,Batchtown Refuge,2022-09-13,0
MR,Batchtown Refuge,2022-09-22,0
MR,Batchtown Refuge,2022-10-10,70
MR,Batchtown Refuge,2022-10-19,4480
MR,Batchtown Refuge,2022-10-27,2465
MR,Batchtown Refuge,2022-11-07,7260
MR,Batchtown Refuge,2022-11-14,10000
MR,Batchtown Refuge,2022-11-22,23000
MR,Batchtown Refuge,2022-12-01,29000
MR,Batchtown Refuge,2022-12-19,19070
MR,Batchtown Refuge,2022-12-27,0
MR,Batchtown Refuge,2023-01-09,8955
MR,Batchtown Refuge,2023-08-31,10
MR,Batchtown Refuge,2023-09-08,30
MR,Batchtown Refuge,2023-09-15,20
MR,Batchtown Refuge,2023-09-19,60
MR,Batchtown Refuge,2023-10-09,450
MR,Batchtown Refuge,2023-10-20,3410
MR,Batchtown Refuge,2023-10-30,14490
MR,Batchtown Refuge,2023-11-10,14000
MR,Batchtown Refuge,2023-11-15,13150
MR,Batchtown Refuge,2023-11-22,16530
MR,Batchtown Refuge,2023-11-28,33365
MR,Batchtown Refuge,2023-12-06,19090
MR,Batchtown Refuge,2023-12-13,21795
MR,Batchtown Refuge,2023-12-21,18050
MR,Batchtown Refuge,2024-01-03,25250
MR,Batchtown Refuge,2024-09-04,35
MR,Batchtown Refuge,2024-09-09,160
MR,Batchtown Refuge,2024-09-16,70
MR,Batchtown Refuge,2024-10-15,1810
MR,Batchtown Refuge,2024-10-24,5270
MR,Batchtown Refuge,2024-11-01,1890
MR,Batchtown Refuge,2024-11-06,895
MR,Batchtown Refuge,2024-11-15,1650
MR,Batchtown Refuge,2024-11-26,4180
MR,Batchtown Refuge,2024-12-03,20315
MR,Batchtown Refuge,2024-12-09,10570
MR,Batchtown Refuge,2024-12-23,8655
MR,Batchtown Refuge,2025-01-03,6625
MR,Batchtown Refuge,2025-01-07,7510
MR,Batchtown Refuge,2025-08-27,0
MR,Batchtown Refuge,2025-09-11,0
MR,Batchtown Refuge,2025-09-19,0
MR,Batchtown Refuge,2025-10-14,105
MR,Batchtown Refuge,2025-10-31,4155
MR,Batchtown Refuge,2025-11-13,9800
MR,Batchtown Refuge,2025-11-28,22630
MR,Batchtown Refuge,2025-12-09,30000
MR,Batchtown Refuge,2025-12-16,26070
MR,Batchtown Refuge,2025-12-22,29120
MR,Batchtown Refuge,2026-01-02,27640
MR,Batchtown Refuge,2026-01-12,23950
IR,Big Lake,2018-10-12,790
IR,Big Lake,2018-10-18,1635
IR,Big Lake,2018-10-24,2880
IR,Big Lake,2018-11-02,725
IR,Big Lake,2018-11-09,2900
IR,Big Lake,2018-11-14,8035
IR,Big Lake,2018-11-20,1000
IR,Big Lake,2018-11-29,10050
IR,Big Lake,2018-12-07,5000
IR,Big Lake,2018-12-11,1000
IR,Big Lake,2018-12-17,2600
IR,Big Lake,2019-01-03,605
IR,Big Lake,2019-01-10,250
IR,Big Lake,2019-10-17,1505
IR,Big Lake,2019-10-28,5805
IR,Big Lake,2019-11-05,1900
IR,Big Lake,2019-11-14,3505
IR,Big Lake,2019-11-25,150
IR,Big Lake,2019-12-02,4260
IR,Big Lake,2019-12-18,0
IR,Big Lake,2019-12-23,55
IR,Big Lake,2020-01-02,105
IR,Big Lake,2020-01-08,40
IR,Big Lake,2020-10-16,4070
IR,Big Lake,2020-10-21,5635
IR,Big Lake,2020-10-28,4565
IR,Big Lake,2020-11-03,4400
IR,Big Lake,2020-11-08,10000
IR,Big Lake,2020-11-17,4710
IR,Big Lake,2020-12-02,325
IR,Big Lake,2020-12-10,120
IR,Big Lake,2020-12-15,100
IR,Big Lake,2020-12-22,95
IR,Big Lake,2020-12-31,0
IR,Big Lake,2021-01-05,140
IR,Big Lake,2021-09-23,100
IR,Big Lake,2021-10-19,530
IR,Big Lake,2021-10-26,5250
IR,Big Lake,2021-11-01,6580
IR,Big Lake,2021-11-09,11140
IR,Big Lake,2021-11-15,17150
IR,Big Lake,2021-11-22,11195
IR,Big Lake,2021-11-30,12360
IR,Big Lake,2021-12-07,9940
IR,Big Lake,2021-12-14,5450
IR,Big Lake,2021-12-22,6740
IR,Big Lake,2022-01-07,625
IR,Big Lake,2022-03-08,16330
IR,Big Lake,2022-03-15,7830
IR,Big Lake,2022-08-31,50
IR,Big Lake,2022-09-08,40
IR,Big Lake,2022-09-13,65
IR,Big Lake,2022-09-22,140
IR,Big Lake,2022-10-10,485
IR,Big Lake,2022-10-19,780
IR,Big Lake,2022-10-27,3300
IR,Big Lake,2022-11-07,11420
IR,Big Lake,2022-11-22,28670
IR,Big Lake,2022-12-01,5620
IR,Big Lake,2022-12-12,555
IR,Big Lake,2022-12-19,2085
IR,Big Lake,2022-12-27,1810
IR,Big Lake,2023-01-09,1815
IR,Big Lake,2023-08-31,95
IR,Big Lake,2023-09-08,120
IR,Big Lake,2023-09-15,160
IR,Big Lake,2023-09-19,230
IR,Big Lake,2023-10-30,5730
IR,Big Lake,2023-11-10,10300
IR,Big Lake,2023-11-15,12150
IR,Big Lake,2023-11-22,13750
IR,Big Lake,2023-11-28,2500
IR,Big Lake,2023-12-06,5900
IR,Big Lake,2023-12-13,4000
IR,Big Lake,2023-12-21,2350
IR,Big Lake,2024-01-03,3035
IR,Big Lake,2024-09-04,50
IR,Big Lake,2024-09-09,65
IR,Big Lake,2024-09-16,35
IR,Big Lake,2024-10-15,790
IR,Big Lake,2024-10-24,8195
IR,Big Lake,2024-11-01,5095
IR,Big Lake,2024-11-06,7190
IR,Big Lake,2024-11-15,5790
IR,Big Lake,2024-11-26,8075
IR,Big Lake,2024-12-03,920
IR,Big Lake,2024-12-09,8175
IR,Big Lake,2024-12-23,2715
IR,Big Lake,2025-01-03,780
IR,Big Lake,2025-01-07,5
IR,Big Lake,2025-08-27,25
IR,Big Lake,2025-09-11,60
IR,Big Lake,2025-09-19,65
IR,Big Lake,2025-10-14,380
IR,Big Lake,2025-10-31,2910
IR,Big Lake,2025-11-13,4265
IR,Big Lake,2025-11-28,0
IR,Big Lake,2025-12-09,0
IR,Big Lake,2025-12-16,50
IR,Big Lake,2025-12-22,0
IR,Big Lake,2026-01-02,0
IR,Big Lake,2026-01-07,180
IR,Big Lake,2026-01-12,90
MR,Cannon Refuge,2018-10-18,1300
MR,Cannon Refuge,2018-10-24,4120
MR,Cannon Refuge,2018-11-02,24815
MR,Cannon Refuge,2018-11-09,33375
MR,Cannon Refuge,2018-11-14,86000
MR,Cannon Refuge,2018-11-20,55620
MR,Cannon Refuge,2018-11-29,63025
MR,Cannon Refuge,2018-12-07,94000
MR,Cannon Refuge,2018-12-11,65000
MR,Cannon Refuge,2018-12-17,21800
MR,Cannon Refuge,2019-01-03,53105
MR,Cannon Refuge,2019-01-10,41850
MR,Cannon Refuge,2019-10-17,0
MR,Cannon Refuge,2019-10-24,11600
MR,Cannon Refuge,2019-10-28,23620
MR,Cannon Refuge,2019-11-05,71000
MR,Cannon Refuge,2019-11-14,105050
MR,Cannon Refuge,2019-11-25,50500
MR,Cannon Refuge,2019-12-02,55520
MR,Cannon Refuge,2019-12-18,2010
MR,Cannon Refuge,2019-12-23,700
MR,Cannon Refuge,2020-01-02,6355
MR,Cannon Refuge,2020-01-08,5470
MR,Cannon Refuge,2020-10-21,0
MR,Cannon Refuge,2020-10-28,21310
MR,Cannon Refuge,2020-11-03,35245
MR,Cannon Refuge,2020-11-09,68000
MR,Cannon Refuge,2020-11-17,62550
MR,Cannon Refuge,2020-11-23,100000
MR,Cannon Refuge,2020-12-02,-11885
MR,Cannon Refuge,2020-12-10,62000
MR,Cannon Refuge,2020-12-15,85400
MR,Cannon Refuge,2020-12-22,55120
MR,Cannon Refuge,2020-12-31,25000
MR,Cannon Refuge,2021-01-05,50000
MR,Cannon Refuge,2021-09-17,0
MR,Cannon Refuge,2021-10-19,19295
MR,Cannon Refuge,2021-10-26,15950
MR,Cannon Refuge,2021-11-01,40100
MR,Cannon Refuge,2021-11-09,48300
MR,Cannon Refuge,2021-11-15,22100
MR,Cannon Refuge,2021-11-22,62190
MR,Cannon Refuge,2021-11-30,41780
MR,Cannon Refuge,2021-12-07,56675
MR,Cannon Refuge,2021-12-14,32925
MR,Cannon Refuge,2021-12-22,23620
MR,Cannon Refuge,2022-01-07,0
MR,Cannon Refuge,2022-03-08,2160
MR,Cannon Refuge,2022-03-15,4740
MR,Cannon Refuge,2022-08-31,0
MR,Cannon Refuge,2022-09-08,0
MR,Cannon Refuge,2022-09-13,0
MR,Cannon Refuge,2022-09-22,0
MR,Cannon Refuge,2022-10-10,5150
MR,Cannon Refuge,2022-10-19,3700
MR,Cannon Refuge,2022-10-27,9930
MR,Cannon Refuge,2022-11-07,36075
MR,Cannon Refuge,2022-11-14,48545
MR,Cannon Refuge,2022-11-22,51095
MR,Cannon Refuge,2022-12-01,67060
MR,Cannon Refuge,2022-12-19,47695
MR,Cannon Refuge,2022-12-27,0
MR,Cannon Refuge,2023-01-09,2855
MR,Cannon Refuge,2023-08-31,0
MR,Cannon Refuge,2023-09-08,0
MR,Cannon Refuge,2023-09-15,0
MR,Cannon Refuge,2023-09-19,10
MR,Cannon Refuge,2023-10-09,7080
MR,Cannon Refuge,2023-10-20,11305
MR,Cannon Refuge,2023-10-30,25805
MR,Cannon Refuge,2023-11-10,30600
MR,Cannon Refuge,2023-11-15,29400
MR,Cannon Refuge,2023-11-22,43760
MR,Cannon Refuge,2023-11-28,42500
MR,Cannon Refuge,2023-12-06,32680
MR,Cannon Refuge,2023-12-13,23350
MR,Cannon Refuge,2023-12-21,26700
MR,Cannon Refuge,2024-01-03,28000
MR,Cannon Refuge,2024-09-04,0
MR,Cannon Refuge,2024-09-09,0
MR,Cannon Refuge,2024-09-16,0
MR,Cannon Refuge,2024-10-15,2580
MR,Cannon Refuge,2024-10-24,13025
MR,Cannon Refuge,2024-11-01,15850
MR,Cannon Refuge,2024-11-06,31990
MR,Cannon Refuge,2024-11-15,24280
MR,Cannon Refuge,2024-11-26,30015
MR,Cannon Refuge,2024-12-03,45480
MR,Cannon Refuge,2024-12-09,41640
MR,Cannon Refuge,2024-12-23,10440
MR,Cannon Refuge,2025-01-03,13600
MR,Cannon Refuge,2025-01-07,16775
MR,Cannon Refuge,2025-08-27,0
MR,Cannon Refuge,2025-09-11,0
MR,Cannon Refuge,2025-09-19,0
MR,Cannon Refuge,2025-10-14,80
MR,Cannon Refuge,2025-10-31,10630
MR,Cannon Refuge,2025-11-13,25850
MR,Cannon Refuge,2025-11-28,35300
MR,Cannon Refuge,2025-12-09,23620
MR,Cannon Refuge,2025-12-16,7130
MR,Cannon Refuge,2025-12-22,20590
MR,Cannon Refuge,2026-01-02,10580
MR,Cannon Refuge,2026-01-12,14410
IR,Chautauqua,2018-10-12,12000
IR,Chautauqua,2018-10-18,21600
IR,Chautauqua,2018-10-24,40570
IR,Chautauqua,2018-11-02,67985
IR,Chautauqua,2018-11-09,74260
IR,Chautauqua,2018-11-14,64900
IR,Chautauqua,2018-11-20,73010
IR,Chautauqua,2018-11-29,800
IR,Chautauqua,2018-12-07,16300
IR,Chautauqua,2018-12-11,2995
IR,Chautauqua,2018-12-17,22350
IR,Chautauqua,2019-01-03,5320
IR,Chautauqua,2019-01-10,5765
IR,Chautauqua,2019-10-17,6320
IR,Chautauqua,2019-10-28,11070
IR,Chautauqua,2019-11-05,25050
IR,Chautauqua,2019-11-14,23900
IR,Chautauqua,2019-11-25,30420
IR,Chautauqua,2019-12-02,30200
IR,Chautauqua,2019-12-18,3680
IR,Chautauqua,2019-12-23,5375
IR,Chautauqua,2020-01-02,21805
IR,Chautauqua,2020-01-08,8675
IR,Chautauqua,2020-10-16,34200
IR,Chautauqua,2020-10-21,37280
IR,Chautauqua,2020-10-28,45400
IR,Chautauqua,2020-11-03,47400
IR,Chautauqua,2020-11-08,53760
IR,Chautauqua,2020-11-17,104200
IR,Chautauqua,2020-12-02,70210
IR,Chautauqua,2020-12-10,67150
IR,Chautauqua,2020-12-15,32665
IR,Chautauqua,2020-12-22,41510
IR,Chautauqua,2020-12-31,1540
IR,Chautauqua,2021-01-05,4030
IR,Chautauqua,2021-09-23,12500
IR,Chautauqua,2021-10-19,27720
IR,Chautauqua,2021-10-26,24250
IR,Chautauqua,2021-11-01,43405
IR,Chautauqua,2021-11-09,34060
IR,Chautauqua,2021-11-15,27795
IR,Chautauqua,2021-11-22,15765
IR,Chautauqua,2021-11-30,18930
IR,Chautauqua,2021-12-07,6775
IR,Chautauqua,2021-12-14,3175
IR,Chautauqua,2021-12-22,1780
IR,Chautauqua,2022-01-07,0
IR,Chautauqua,2022-03-08,18590
IR,Chautauqua,2022-03-15,11335
IR,Chautauqua,2022-08-31,2190
IR,Chautauqua,2022-09-08,1945
IR,Chautauqua,2022-09-13,2595
IR,Chautauqua,2022-09-22,14220
IR,Chautauqua,2022-10-10,21160
IR,Chautauqua,2022-10-19,45770
IR,Chautauqua,2022-10-27,78600
IR,Chautauqua,2022-11-07,97490
IR,Chautauqua,2022-11-22,77050
IR,Chautauqua,2022-12-01,46485
IR,Chautauqua,2022-12-12,15035
IR,Chautauqua,2022-12-19,8045
IR,Chautauqua,2022-12-27,15
IR,Chautauqua,2023-01-09,3905
IR,Chautauqua,2023-08-31,2325
IR,Chautauqua,2023-09-08,3455
IR,Chautauqua,2023-09-15,5015
IR,Chautauqua,2023-09-19,8090
IR,Chautauqua,2023-10-30,73290
IR,Chautauqua,2023-11-10,137500
IR,Chautauqua,2023-11-15,143020
IR,Chautauqua,2023-11-22,107410
IR,Chautauqua,2023-11-28,38905
IR,Chautauqua,2023-12-06,25535
IR,Chautauqua,2023-12-13,30525
IR,Chautauqua,2023-12-21,38245
IR,Chautauqua,2024-01-03,44990
IR,Chautauqua,2024-09-04,3145
IR,Chautauqua,2024-09-09,4050
IR,Chautauqua,2024-09-16,5060
IR,Chautauqua,2024-10-15,19370
IR,Chautauqua,2024-10-24,63880
IR,Chautauqua,2024-11-01,83365
IR,Chautauqua,2024-11-06,74825
IR,Chautauqua,2024-11-15,52340
IR,Chautauqua,2024-11-26,56165
IR,Chautauqua,2024-12-03,13985
IR,Chautauqua,2024-12-09,5845
IR,Chautauqua,2024-12-23,4275
IR,Chautauqua,2025-01-03,3870
IR,Chautauqua,2025-01-07,5
IR,Chautauqua,2025-08-27,875
IR,Chautauqua,2025-09-11,1675
IR,Chautauqua,2025-09-19,6270
IR,Chautauqua,2025-10-14,37025
IR,Chautauqua,2025-10-31,71060
IR,Chautauqua,2025-11-13,72870
IR,Chautauqua,2025-11-28,75430
IR,Chautauqua,2025-12-09,900
IR,Chautauqua,2025-12-16,3940
IR,Chautauqua,2025-12-22,4915
IR,Chautauqua,2026-01-02,365
IR,Chautauqua,2026-01-07,5245
IR,Chautauqua,2026-01-12,11730
IR,Clear Lake,2018-10-12,2605
IR,Clear Lake,2018-10-18,4560
IR,Clear Lake,2018-10-24,14450
IR,Clear Lake,2018-11-02,10000
IR,Clear Lake,2018-11-09,10620
IR,Clear Lake,2018-11-14,6635
IR,Clear Lake,2018-11-20,14550
IR,Clear Lake,2018-11-29,1010
IR,Clear Lake,2018-12-07,6260
IR,Clear Lake,2018-12-11,205
IR,Clear Lake,2018-12-17,640
IR,Clear Lake,2019-01-03,1250
IR,Clear Lake,2019-01-10,620
IR,Clear Lake,2019-10-17,1010
IR,Clear Lake,2019-10-28,1160
IR,Clear Lake,2019-11-05,2410
IR,Clear Lake,2019-11-14,1035
IR,Clear Lake,2019-11-25,2880
IR,Clear Lake,2019-12-02,2305
IR,Clear Lake,2019-12-18,0
IR,Clear Lake,2019-12-23,1620
IR,Clear Lake,2020-01-02,8100
IR,Clear Lake,2020-01-08,10330
IR,Clear Lake,2020-10-16,4020
IR,Clear Lake,2020-10-21,7965
IR,Clear Lake,2020-10-28,12925
IR,Clear Lake,2020-11-03,21000
IR,Clear Lake,2020-11-08,11205
IR,Clear Lake,2020-11-17,18010
IR,Clear Lake,2020-12-02,6570
IR,Clear Lake,2020-12-10,8805
IR,Clear Lake,2020-12-15,19985
IR,Clear Lake,2020-12-22,14260
IR,Clear Lake,2020-12-31,55
IR,Clear Lake,2021-01-05,2300
IR,Clear Lake,2021-09-23,8080
IR,Clear Lake,2021-10-19,3790
IR,Clear Lake,2021-10-26,1765
IR,Clear Lake,2021-11-01,3525
IR,Clear Lake,2021-11-09,4300
IR,Clear Lake,2021-11-15,15185
IR,Clear Lake,2021-11-22,11200
IR,Clear Lake,2021-11-30,3815
IR,Clear Lake,2021-12-07,2105
IR,Clear Lake,2021-12-14,2420
IR,Clear Lake,2021-12-22,475
IR,Clear Lake,2022-01-07,0
IR,Clear Lake,2022-03-08,7550
IR,Clear Lake,2022-03-15,5775
IR,Clear Lake,2022-08-31,245
IR,Clear Lake,2022-09-08,555
IR,Clear Lake,2022-09-13,1235
IR,Clear Lake,2022-09-22,5620
IR,Clear Lake,2022-10-10,8200
IR,Clear Lake,2022-10-19,10080
IR,Clear Lake,2022-10-27,8850
IR,Clear Lake,2022-11-07,28050
IR,Clear Lake,2022-11-22,13800
IR,Clear Lake,2022-12-01,3370
IR,Clear Lake,2022-12-12,15930
IR,Clear Lake,2022-12-19,0
IR,Clear Lake,2022-12-27,0
IR,Clear Lake,2023-01-09,1260
IR,Clear Lake,2023-08-31,970
IR,Clear Lake,2023-09-08,4860
IR,Clear Lake,2023-09-15,3700
IR,Clear Lake,2023-09-19,4100
IR,Clear Lake,2023-10-30,21845
IR,Clear Lake,2023-11-10,31700
IR,Clear Lake,2023-11-15,29650
IR,Clear Lake,2023-11-22,23155
IR,Clear Lake,2023-11-28,10310
IR,Clear Lake,2023-12-06,18510
IR,Clear Lake,2023-12-13,23900
IR,Clear Lake,2023-12-21,17690
IR,Clear Lake,2024-01-03,31350
IR,Clear Lake,2024-09-04,155
IR,Clear Lake,2024-09-09,125
IR,Clear Lake,2024-09-16,330
IR,Clear Lake,2024-10-15,2475
IR,Clear Lake,2024-10-24,8860
IR,Clear Lake,2024-11-01,13930
IR,Clear Lake,2024-11-06,23525
IR,Clear Lake,2024-11-15,19465
IR,Clear Lake,2024-11-26,15410
IR,Clear Lake,2024-12-03,1270
IR,Clear Lake,2024-12-09,8280
IR,Clear Lake,2024-12-23,9610
IR,Clear Lake,2025-01-03,1520
IR,Clear Lake,2025-01-07,25
IR,Clear Lake,2025-08-27,0
IR,Clear Lake,2025-09-11,100
IR,Clear Lake,2025-09-19,1170
IR,Clear Lake,2025-10-14,5690
IR,Clear Lake,2025-10-31,24010
IR,Clear Lake,2025-11-13,37085
IR,Clear Lake,2025-11-28,27580
IR,Clear Lake,2025-12-09,75
IR,Clear Lake,2025-12-16,0
IR,Clear Lake,2025-12-22,800
IR,Clear Lake,2026-01-02,9300
IR,Clear Lake,2026-01-07,23080
IR,Clear Lake,2026-01-12,23700
MR,Cuivre Club,2018-10-18,750
MR,Cuivre Club,2018-10-24,5500
MR,Cuivre Club,2018-11-02,45000
MR,Cuivre Club,2018-11-09,73000
MR,Cuivre Club,2018-11-14,87000
MR,Cuivre Club,2018-11-20,67000
MR,Cuivre Club,2018-11-29,71050
MR,Cuivre Club,2018-12-07,64000
MR,Cuivre Club,2018-12-11,75000
MR,Cuivre Club,2018-12-17,20050
MR,Cuivre Club,2019-01-03,60000
MR,Cuivre Club,2019-01-10,37600
MR,Cuivre Club,2019-10-17,12720
MR,Cuivre Club,2019-10-24,10900
MR,Cuivre Club,2019-10-28,11800
MR,Cuivre Club,2019-11-05,10610
MR,Cuivre Club,2019-11-14,127000
MR,Cuivre Club,2019-11-25,11000
MR,Cuivre Club,2019-12-02,63500
MR,Cuivre Club,2019-12-18,70000
MR,Cuivre Club,2019-12-23,82000
MR,Cuivre Club,2020-01-02,20600
MR,Cuivre Club,2020-01-08,9700
MR,Cuivre Club,2020-10-21,0
MR,Cuivre Club,2020-10-28,12340
MR,Cuivre Club,2020-11-03,10000
MR,Cuivre Club,2020-11-09,15000
MR,Cuivre Club,2020-11-17,60000
MR,Cuivre Club,2020-11-23,69850
MR,Cuivre Club,2020-12-02,-23400
MR,Cuivre Club,2020-12-10,45000
MR,Cuivre Club,2020-12-15,77000
MR,Cuivre Club,2020-12-22,16100
MR,Cuivre Club,2020-12-31,75000
MR,Cuivre Club,2021-01-05,17100
MR,Cuivre Club,2021-09-17,0
MR,Cuivre Club,2021-10-19,1940
MR,Cuivre Club,2021-10-26,3820
MR,Cuivre Club,2021-11-01,13950
MR,Cuivre Club,2021-11-09,18300
MR,Cuivre Club,2021-11-15,18000
MR,Cuivre Club,2021-11-22,32510
MR,Cuivre Club,2021-11-30,40065
MR,Cuivre Club,2021-12-07,62255
MR,Cuivre Club,2021-12-14,46365
MR,Cuivre Club,2021-12-22,33050
MR,Cuivre Club,2022-01-07,1100
MR,Cuivre Club,2022-03-08,2955
MR,Cuivre Club,2022-03-15,2250
MR,Cuivre Club,2022-08-31,0
MR,Cuivre Club,2022-09-08,0
MR,Cuivre Club,2022-09-13,0
MR,Cuivre Club,2022-09-22,0
MR,Cuivre Club,2022-10-10,0
MR,Cuivre Club,2022-10-19,1150
MR,Cuivre Club,2022-10-27,1175
MR,Cuivre Club,2022-11-07,10150
MR,Cuivre Club,2022-11-14,25350
MR,Cuivre Club,2022-11-22,33000
MR,Cuivre Club,2022-12-01,35000
MR,Cuivre Club,2022-12-19,30530
MR,Cuivre Club,2022-12-27,0
MR,Cuivre Club,2023-01-09,7300
MR,Cuivre Club,2023-08-31,0
MR,Cuivre Club,2023-09-08,0
MR,Cuivre Club,2023-09-15,0
MR,Cuivre Club,2023-09-19,0
MR,Cuivre Club,2023-10-09,0
MR,Cuivre Club,2023-10-20,3600
MR,Cuivre Club,2023-10-30,8910
MR,Cuivre Club,2023-11-10,13000
MR,Cuivre Club,2023-11-15,16000
MR,Cuivre Club,2023-11-22,13000
MR,Cuivre Club,2023-11-28,35000
MR,Cuivre Club,2023-12-06,22200
MR,Cuivre Club,2023-12-13,32300
MR,Cuivre Club,2023-12-21,19400
MR,Cuivre Club,2024-01-03,40900
MR,Cuivre Club,2024-09-04,0
MR,Cuivre Club,2024-09-09,0
MR,Cuivre Club,2024-09-16,0
MR,Cuivre Club,2024-10-15,445
MR,Cuivre Club,2024-10-24,920
MR,Cuivre Club,2024-11-01,19950
MR,Cuivre Club,2024-11-06,15800
MR,Cuivre Club,2024-11-15,16000
MR,Cuivre Club,2024-11-26,18795
MR,Cuivre Club,2024-12-03,30880
MR,Cuivre Club,2024-12-09,22470
MR,Cuivre Club,2024-12-23,11035
MR,Cuivre Club,2025-01-03,7710
MR,Cuivre Club,2025-01-07,8710
MR,Cuivre Club,2025-08-27,0
MR,Cuivre Club,2025-09-11,0
MR,Cuivre Club,2025-09-19,0
MR,Cuivre Club,2025-10-14,225
MR,Cuivre Club,2025-10-31,8175
MR,Cuivre Club,2025-11-13,26250
MR,Cuivre Club,2025-11-28,30200
MR,Cuivre Club,2025-12-09,22000
MR,Cuivre Club,2025-12-16,12140
MR,Cuivre Club,2025-12-22,24860
MR,Cuivre Club,2026-01-02,21250
MR,Cuivre Club,2026-01-12,40760
MR,Dardenne Club,2018-10-18,2200
MR,Dardenne Club,2018-10-24,9610
MR,Dardenne Club,2018-11-02,57000
MR,Dardenne Club,2018-11-09,92000
MR,Dardenne Club,2018-11-14,127010
MR,Dardenne Club,2018-11-20,78200
MR,Dardenne Club,2018-11-29,110050
MR,Dardenne Club,2018-12-07,120000
MR,Dardenne Club,2018-12-11,135000
MR,Dardenne Club,2018-12-17,35000
MR,Dardenne Club,2019-01-03,85000
MR,Dardenne Club,2019-01-10,90000
MR,Dardenne Club,2019-10-17,10000
MR,Dardenne Club,2019-10-24,19215
MR,Dardenne Club,2019-10-28,24730
MR,Dardenne Club,2019-11-05,25610
MR,Dardenne Club,2019-11-14,65550
MR,Dardenne Club,2019-11-25,75300
MR,Dardenne Club,2019-12-02,90200
MR,Dardenne Club,2019-12-18,10000
MR,Dardenne Club,2019-12-23,15000
MR,Dardenne Club,2020-01-02,13220
MR,Dardenne Club,2020-01-08,10000
MR,Dardenne Club,2020-10-21,0
MR,Dardenne Club,2020-10-28,28275
MR,Dardenne Club,2020-11-03,65500
MR,Dardenne Club,2020-11-09,33000
MR,Dardenne Club,2020-11-17,47000
MR,Dardenne Club,2020-11-23,50010
MR,Dardenne Club,2020-12-02,-11700
MR,Dardenne Club,2020-12-10,65000
MR,Dardenne Club,2020-12-15,106250
MR,Dardenne Club,2020-12-22,60000
MR,Dardenne Club,2020-12-31,120000
MR,Dardenne Club,2021-01-05,31000
MR,Dardenne Club,2021-09-17,210
MR,Dardenne Club,2021-10-19,22120
MR,Dardenne Club,2021-10-26,25980
MR,Dardenne Club,2021-11-01,52000
MR,Dardenne Club,2021-11-09,78825
MR,Dardenne Club,2021-11-15,68550
MR,Dardenne Club,2021-11-22,74230
MR,Dardenne Club,2021-11-30,54220
MR,Dardenne Club,2021-12-07,72200
MR,Dardenne Club,2021-12-14,66700
MR,Dardenne Club,2021-12-22,50100
